thinkBack: Stock quote and option quote for SPY on 10/31/13 12:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
176.29,-.88,"140,001,830",177.38,177.51,175.66

Theo parameters
Theo date,Theo stock price,Theo volatility
11/1/13,+.00,+0.00%

NOV1 13  (2)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.58,.04,-.02,.32,.19,5.36,13.36%,55.42%,44.58%,84.68%,478,"19,756",2.29,3.065,5.30,5.41,JAN 14,174,3.42,3.49,-.42,.04,-.03,.32,-.17,3.45,13.20%,44.49%,55.51%,84.50%,772,"25,782",0,3.455
.55,.04,-.02,.33,.18,4.70,13.00%,51.89%,48.11%,91.17%,"2,941","125,825",1.29,3.41,4.66,4.74,JAN 14,175,3.80,3.87,-.46,.04,-.03,.33,-.18,3.84,12.95%,48.09%,51.91%,91.14%,"5,008","30,505",0,3.835
.51,.04,-.02,.33,.17,4.08,12.65%,48.18%,51.82%,97.98%,"2,694","30,347",.29,3.79,4.05,4.11,JAN 14,176,4.21,4.28,-.49,.04,-.03,.33,-.20,4.24,12.67%,51.83%,48.17%,97.98%,"5,744","17,572",0,4.245
.47,.04,-.02,.33,.16,3.51,12.34%,44.29%,55.71%,93.95%,"7,938","16,749",0,3.515,3.48,3.55,JAN 14,177,4.66,4.74,-.53,.04,-.03,.33,-.22,4.70,12.42%,55.68%,44.32%,93.99%,"7,117","8,637",.71,3.99
.43,.04,-.02,.32,.15,2.99,12.05%,40.30%,59.70%,85.29%,"2,797","17,041",0,2.995,2.96,3.03,JAN 14,178,5.15,5.25,-.57,.04,-.03,.32,-.23,5.20,12.19%,59.61%,40.39%,85.46%,"6,054","1,534",1.71,3.49
.38,.04,-.02,.31,.14,2.52,11.77%,36.25%,63.75%,76.53%,979,"38,412",0,2.52,2.49,2.55,JAN 14,179,5.64,5.83,-.61,.04,-.03,.31,-.25,5.73,11.94%,63.59%,36.41%,76.86%,609,"1,015",2.71,3.025
.34,.04,-.02,.30,.12,2.10,11.50%,32.20%,67.80%,67.83%,"102,240","140,047",0,2.095,2.07,2.12,JAN 14,180,6.25,6.42,-.65,.04,-.03,.30,-.27,6.34,11.76%,67.48%,32.52%,68.50%,640,"1,899",3.71,2.625
.30,.04,-.02,.29,.11,1.72,11.27%,28.25%,71.75%,59.38%,"1,277","66,698",0,1.725,1.70,1.75,JAN 14,181,6.95,7.08,-.69,.04,-.03,.29,-.28,7.01,11.72%,71.08%,28.92%,60.78%,345,872,4.71,2.305
.26,.04,-.02,.27,.10,1.40,11.05%,24.44%,75.56%,51.26%,835,"47,311",0,1.40,1.38,1.42,JAN 14,182,7.62,7.79,-.73,.03,-.02,.27,-.30,7.70,11.58%,74.64%,25.36%,53.18%,30,598,5.71,1.995
.22,.03,-.02,.25,.08,1.12,10.85%,20.82%,79.18%,43.59%,523,"10,487",0,1.12,1.10,1.14,JAN 14,183,8.35,8.53,-.76,.03,-.02,.25,-.31,8.44,11.48%,77.96%,22.04%,46.13%,103,198,6.71,1.73

JAN 14  (79)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.71,.03,-.02,.28,.22,8.16,14.35%,68.04%,31.96%,61.13%,10,"1,435",6.29,1.865,7.59,8.72,JAN 14,170,2.17,2.39,-.29,.03,-.03,.28,-.12,2.28,14.33%,31.94%,68.06%,61.09%,0,"3,897",0,2.28
.68,.03,-.02,.29,.21,7.53,14.49%,64.69%,35.31%,67.42%,0,723,5.29,2.235,7.29,7.76,JAN 14,171,2.42,2.64,-.32,.03,-.03,.30,-.13,2.53,14.04%,34.78%,65.22%,66.43%,0,468,0,2.53
.65,.03,-.02,.31,.21,6.78,14.13%,61.80%,38.20%,72.84%,5,667,4.29,2.49,6.55,7.01,JAN 14,172,2.70,2.92,-.35,.03,-.03,.31,-.14,2.81,13.76%,37.83%,62.17%,72.14%,0,668,0,2.81
.62,.03,-.02,.31,.20,6.00,13.58%,58.85%,41.15%,78.31%,0,541,3.29,2.71,5.82,6.18,JAN 14,173,2.98,3.29,-.39,.03,-.03,.31,-.16,3.14,13.54%,41.12%,58.88%,78.26%,0,25,0,3.135
.58,.04,-.02,.32,.19,5.33,13.28%,55.46%,44.54%,84.59%,0,310,2.29,3.04,5.17,5.49,JAN 14,174,3.32,3.63,-.42,.04,-.03,.32,-.17,3.47,13.26%,44.52%,55.48%,84.57%,0,44,0,3.475
.55,.04,-.02,.33,.18,4.67,12.91%,51.92%,48.08%,91.11%,0,"1,453",1.29,3.38,4.51,4.83,JAN 14,175,3.67,4.01,-.46,.04,-.03,.33,-.18,3.84,12.96%,48.09%,51.91%,91.15%,0,639,0,3.84
.51,.04,-.02,.33,.17,4.07,12.62%,48.18%,51.82%,97.97%,2,282,.29,3.78,3.91,4.23,JAN 14,176,4.12,4.42,-.49,.04,-.03,.33,-.20,4.27,12.75%,51.83%,48.17%,97.99%,0,157,0,4.27
.47,.04,-.02,.33,.16,3.47,12.22%,44.26%,55.74%,93.89%,97,338,0,3.475,3.34,3.61,JAN 14,177,4.52,4.89,-.53,.04,-.03,.33,-.22,4.70,12.44%,55.68%,44.32%,94.00%,210,9,.71,3.995
.43,.04,-.02,.32,.15,2.99,12.05%,40.30%,59.70%,85.29%,62,50,0,2.995,2.88,3.11,JAN 14,178,5.02,5.38,-.57,.04,-.03,.32,-.23,5.20,12.19%,59.61%,40.39%,85.46%,0,0,1.71,3.49
.38,.04,-.02,.31,.14,2.53,11.80%,36.28%,63.72%,76.59%,0,0,0,2.53,2.42,2.64,JAN 14,179,5.64,5.93,-.61,.04,-.03,.31,-.25,5.78,12.10%,63.45%,36.55%,77.15%,0,0,2.71,3.075
.34,.04,-.02,.30,.12,2.10,11.52%,32.22%,67.78%,67.87%,0,91,0,2.10,1.99,2.21,JAN 14,180,6.12,6.59,-.65,.04,-.03,.30,-.27,6.36,11.83%,67.40%,32.60%,68.66%,5,44,3.71,2.645
.30,.04,-.02,.29,.11,1.72,11.27%,28.25%,71.75%,59.38%,43,0,0,1.725,1.61,1.84,JAN 14,181,6.77,7.23,-.69,.04,-.02,.29,-.28,7.00,11.67%,71.16%,28.84%,60.62%,0,0,4.71,2.29
.26,.04,-.02,.27,.10,1.40,11.05%,24.44%,75.56%,51.26%,0,285,0,1.40,1.29,1.51,JAN 14,182,7.46,7.92,-.73,.03,-.02,.27,-.30,7.69,11.53%,74.74%,25.26%,52.99%,0,0,5.71,1.98
.26,.03,-.02,.27,.09,1.53,12.43%,23.70%,76.30%,49.62%,0,0,0,1.525,.01,3.04,JAN 14,183,6.62,10.64,-.75,.03,-.02,.26,-.31,8.63,12.21%,76.66%,23.34%,48.85%,0,0,6.71,1.92

FEB 14  (114)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.67,.03,-.02,.35,.30,9.14,14.89%,63.99%,36.01%,68.56%,86,687,6.29,2.845,9.06,9.21,FEB 14,170,3.24,3.31,-.33,.02,-.02,.36,-.19,3.28,14.75%,35.85%,64.15%,68.27%,219,"4,688",0,3.275
.65,.03,-.02,.36,.30,8.41,14.62%,61.59%,38.41%,73.03%,51,559,5.29,3.115,8.32,8.49,FEB 14,171,3.50,3.57,-.35,.03,-.02,.37,-.21,3.54,14.45%,38.23%,61.77%,72.71%,"3,460","3,606",0,3.535
.62,.03,-.02,.37,.29,7.67,14.28%,59.14%,40.86%,77.60%,4,613,4.29,3.38,7.60,7.74,FEB 14,172,3.80,3.88,-.38,.03,-.02,.37,-.22,3.84,14.20%,40.80%,59.20%,77.49%,357,"3,360",0,3.84
.60,.03,-.02,.38,.28,6.98,13.98%,56.51%,43.49%,82.48%,18,759,3.29,3.685,6.91,7.04,FEB 14,173,4.13,4.20,-.40,.03,-.02,.38,-.24,4.16,13.95%,43.47%,56.53%,82.44%,256,960,0,4.165
.57,.03,-.02,.39,.27,6.32,13.73%,53.72%,46.28%,87.62%,71,"1,160",2.29,4.035,6.28,6.37,FEB 14,174,4.47,4.54,-.43,.03,-.02,.39,-.25,4.50,13.67%,46.25%,53.75%,87.56%,168,"4,137",0,4.505
.54,.03,-.02,.39,.26,5.68,13.43%,50.84%,49.16%,92.90%,133,"14,374",1.29,4.39,5.64,5.72,FEB 14,175,4.85,4.93,-.46,.03,-.02,.39,-.27,4.89,13.44%,49.16%,50.84%,92.91%,266,"8,774",0,4.89
.51,.03,-.02,.39,.25,5.08,13.16%,47.84%,52.16%,98.38%,414,"1,293",.29,4.79,5.04,5.12,FEB 14,176,5.26,5.34,-.49,.03,-.02,.39,-.29,5.30,13.19%,52.16%,47.84%,98.39%,83,864,0,5.30
.48,.03,-.02,.39,.24,4.51,12.89%,44.75%,55.25%,95.15%,795,549,0,4.51,4.47,4.55,FEB 14,177,5.69,5.78,-.52,.03,-.02,.39,-.31,5.73,12.93%,55.24%,44.76%,95.17%,"1,131","2,849",.71,5.025
.44,.03,-.02,.39,.22,3.97,12.62%,41.57%,58.43%,88.21%,161,535,0,3.97,3.94,4.00,FEB 14,178,6.16,6.26,-.55,.03,-.02,.39,-.33,6.21,12.69%,58.39%,41.61%,88.27%,27,135,1.71,4.50
.41,.03,-.02,.38,.21,3.47,12.36%,38.34%,61.66%,81.18%,267,736,0,3.47,3.44,3.50,FEB 14,179,6.64,6.79,-.59,.03,-.02,.38,-.35,6.72,12.45%,61.60%,38.40%,81.30%,66,233,2.71,4.005
.38,.03,-.02,.37,.19,3.02,12.15%,35.11%,64.89%,74.19%,349,"4,299",0,3.02,2.99,3.05,FEB 14,180,7.19,7.34,-.62,.03,-.02,.37,-.37,7.27,12.24%,64.81%,35.19%,74.36%,104,180,3.71,3.555
.34,.03,-.02,.36,.18,2.60,11.91%,31.86%,68.14%,67.19%,180,846,0,2.595,2.57,2.62,FEB 14,181,7.81,7.94,-.65,.03,-.02,.36,-.39,7.88,12.09%,67.92%,32.08%,67.65%,12,20,4.71,3.165
.31,.03,-.02,.35,.16,2.22,11.71%,28.69%,71.31%,60.39%,475,"2,325",0,2.22,2.20,2.24,FEB 14,182,8.44,8.57,-.68,.03,-.02,.35,-.41,8.50,11.91%,71.02%,28.98%,61.00%,8,10,5.71,2.795
.28,.03,-.02,.33,.14,1.88,11.52%,25.62%,74.38%,53.82%,446,"1,112",0,1.885,1.86,1.91,FEB 14,183,9.10,9.24,-.72,.03,-.02,.33,-.43,9.17,11.74%,74.03%,25.97%,54.55%,3,41,6.71,2.46

FEB 14  (114)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.67,.03,-.02,.35,.30,9.14,14.91%,63.97%,36.03%,68.59%,0,0,6.29,2.85,8.91,9.37,FEB 14,170,3.10,3.46,-.33,.02,-.02,.36,-.19,3.28,14.77%,35.87%,64.13%,68.30%,0,5,0,3.28
.65,.03,-.02,.36,.30,8.40,14.61%,61.61%,38.39%,73.01%,0,0,5.29,3.11,8.17,8.63,FEB 14,171,3.38,3.74,-.35,.03,-.02,.37,-.21,3.56,14.52%,38.30%,61.70%,72.84%,0,0,0,3.56
.63,.03,-.02,.37,.29,7.64,14.20%,59.21%,40.79%,77.47%,0,0,4.29,3.35,7.45,7.83,FEB 14,172,3.67,4.03,-.38,.03,-.02,.37,-.22,3.85,14.23%,40.82%,59.18%,77.53%,0,0,0,3.85
.60,.03,-.02,.38,.28,6.96,13.94%,56.53%,43.47%,82.43%,0,320,3.29,3.67,6.75,7.17,FEB 14,173,4.11,4.36,-.40,.03,-.03,.38,-.24,4.23,14.13%,43.60%,56.40%,82.67%,0,0,0,4.235
.57,.03,-.02,.39,.27,6.32,13.72%,53.73%,46.27%,87.61%,0,0,2.29,4.03,6.09,6.55,FEB 14,174,4.38,4.71,-.43,.03,-.03,.39,-.25,4.54,13.77%,46.30%,53.70%,87.66%,0,0,0,4.545
.54,.03,-.02,.39,.26,5.69,13.44%,50.84%,49.16%,92.91%,0,5,1.29,4.395,5.50,5.87,FEB 14,175,4.75,5.29,-.46,.03,-.03,.39,-.27,5.02,13.77%,49.25%,50.75%,93.08%,0,0,0,5.02
.51,.03,-.02,.39,.25,5.08,13.16%,47.84%,52.16%,98.38%,0,10,.29,4.79,4.90,5.26,FEB 14,176,5.16,5.50,-.49,.03,-.02,.39,-.29,5.33,13.27%,52.16%,47.84%,98.40%,0,5,0,5.33
.48,.03,-.02,.39,.24,4.52,12.92%,44.75%,55.25%,95.16%,0,0,0,4.52,4.34,4.70,FEB 14,177,5.64,5.93,-.52,.03,-.02,.39,-.31,5.78,13.06%,55.22%,44.78%,95.21%,0,9,.71,5.075
.44,.03,-.02,.39,.22,3.98,12.65%,41.58%,58.42%,88.23%,0,0,0,3.98,3.80,4.16,FEB 14,178,6.00,6.47,-.55,.03,-.02,.39,-.33,6.24,12.76%,58.37%,41.63%,88.33%,0,0,1.71,4.525
.41,.03,-.02,.38,.21,3.45,12.31%,38.30%,61.70%,81.10%,0,0,0,3.45,3.31,3.59,FEB 14,179,6.52,6.98,-.59,.03,-.02,.38,-.35,6.75,12.54%,61.54%,38.46%,81.44%,0,0,2.71,4.04
.38,.03,-.02,.37,.19,3.03,12.18%,35.14%,64.86%,74.25%,0,0,0,3.03,2.85,3.21,FEB 14,180,7.07,7.53,-.62,.03,-.02,.38,-.37,7.30,12.33%,64.72%,35.28%,74.55%,0,0,3.71,3.59
.34,.03,-.02,.36,.18,2.62,11.98%,31.95%,68.05%,67.37%,0,0,0,2.62,2.51,2.73,FEB 14,181,7.66,8.13,-.65,.03,-.02,.36,-.39,7.90,12.15%,67.85%,32.15%,67.79%,0,0,4.71,3.185
.31,.03,-.02,.35,.16,2.24,11.77%,28.78%,71.22%,60.57%,0,0,0,2.24,2.13,2.35,FEB 14,182,8.29,8.75,-.68,.03,-.02,.35,-.41,8.52,11.95%,70.96%,29.04%,61.13%,0,0,5.71,2.81
.28,.03,-.02,.33,.15,1.90,11.57%,25.69%,74.31%,53.98%,0,0,0,1.90,1.79,2.01,FEB 14,183,8.95,9.41,-.72,.03,-.02,.33,-.43,9.18,11.77%,73.99%,26.01%,54.65%,0,0,6.71,2.47

MAR 14  (142)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.65,.02,-.02,.40,.35,9.75,15.44%,60.80%,39.20%,73.36%,175,"24,288",6.29,3.455,9.65,9.84,MAR 14,170,4.18,4.27,-.35,.02,-.02,.41,-.26,4.23,15.25%,39.03%,60.97%,73.03%,39,"16,984",0,4.225
.63,.02,-.02,.41,.34,9.02,15.15%,58.68%,41.32%,77.20%,142,"17,802",5.29,3.73,8.93,9.11,MAR 14,171,4.50,4.57,-.37,.02,-.02,.42,-.28,4.54,15.03%,41.23%,58.77%,77.02%,13,"4,493",0,4.535
.61,.02,-.02,.42,.34,8.32,14.86%,56.46%,43.54%,81.20%,106,"6,694",4.29,4.025,8.23,8.40,MAR 14,172,4.82,4.90,-.40,.02,-.02,.42,-.29,4.86,14.80%,43.50%,56.50%,81.12%,200,"6,199",0,4.86
.58,.03,-.02,.43,.33,7.64,14.59%,54.14%,45.86%,85.37%,31,"5,293",3.29,4.35,7.57,7.71,MAR 14,173,5.17,5.25,-.42,.02,-.02,.43,-.31,5.21,14.57%,45.85%,54.15%,85.35%,218,"7,484",0,5.21
.56,.03,-.02,.43,.32,6.98,14.30%,51.73%,48.27%,89.66%,12,"9,542",2.29,4.69,6.92,7.04,MAR 14,174,5.53,5.62,-.44,.02,-.02,.43,-.33,5.58,14.33%,48.28%,51.72%,89.69%,424,"6,564",0,5.575
.53,.03,-.02,.44,.31,6.36,14.05%,49.22%,50.78%,94.12%,"33,315","41,739",1.29,5.07,6.31,6.41,MAR 14,175,5.94,6.02,-.47,.03,-.02,.44,-.35,5.98,14.12%,50.79%,49.21%,94.15%,676,"7,519",0,5.98
.50,.03,-.02,.44,.30,5.78,13.82%,46.64%,53.36%,98.67%,111,"6,351",.29,5.485,5.73,5.82,MAR 14,176,6.38,6.45,-.50,.03,-.02,.44,-.37,6.42,13.92%,53.36%,46.64%,98.68%,"1,304","14,667",0,6.415
.48,.03,-.02,.44,.28,5.20,13.56%,44.00%,56.00%,95.73%,"1,087","17,102",0,5.205,5.16,5.25,MAR 14,177,6.82,6.91,-.52,.03,-.02,.44,-.39,6.86,13.70%,55.97%,44.03%,95.78%,434,681,.71,6.155
.45,.03,-.02,.43,.27,4.67,13.32%,41.30%,58.70%,89.65%,961,"3,098",0,4.67,4.63,4.71,MAR 14,178,7.31,7.44,-.55,.03,-.02,.43,-.41,7.38,13.56%,58.60%,41.40%,89.84%,80,"1,003",1.71,5.665
.42,.03,-.02,.43,.26,4.16,13.08%,38.56%,61.44%,83.51%,75,"5,517",0,4.165,4.12,4.21,MAR 14,179,7.79,7.97,-.58,.03,-.02,.43,-.43,7.88,13.34%,61.28%,38.72%,83.83%,305,670,2.71,5.17
.39,.03,-.02,.42,.24,3.70,12.85%,35.80%,64.20%,77.36%,"5,165","79,600",0,3.695,3.65,3.74,MAR 14,180,8.34,8.52,-.60,.03,-.02,.42,-.45,8.43,13.17%,63.95%,36.05%,77.88%,590,"1,194",3.71,4.72
.36,.03,-.02,.41,.22,3.26,12.63%,33.04%,66.96%,71.23%,11,"4,082",0,3.255,3.21,3.30,MAR 14,181,8.92,9.11,-.63,.03,-.02,.41,-.47,9.01,13.00%,66.59%,33.41%,72.02%,38,586,4.71,4.305
.33,.03,-.02,.40,.21,2.86,12.43%,30.31%,69.69%,65.20%,44,"12,400",0,2.855,2.81,2.90,MAR 14,182,9.53,9.73,-.66,.03,-.02,.40,-.49,9.63,12.85%,69.19%,30.81%,66.26%,35,498,5.71,3.92
.30,.03,-.01,.38,.19,2.49,12.24%,27.63%,72.37%,59.31%,114,"22,480",0,2.49,2.44,2.54,MAR 14,183,10.20,10.39,-.68,.02,-.02,.39,-.51,10.29,12.75%,71.67%,28.33%,60.79%,101,587,6.71,3.585

MAR 14  (142)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.65,.02,-.02,.40,.35,9.75,15.45%,60.78%,39.22%,73.38%,0,412,6.29,3.46,9.56,9.94,MAR 14,170,4.10,4.46,-.35,.02,-.02,.41,-.26,4.28,15.38%,39.15%,60.85%,73.26%,0,85,0,4.28
.65,.03,-.01,.41,.35,8.07,12.82%,60.84%,39.16%,73.16%,0,46,5.29,2.775,6.99,9.14,MAR 14,171,4.40,4.76,-.37,.02,-.02,.42,-.28,4.58,15.14%,41.31%,58.69%,77.18%,0,803,0,4.58
.61,.02,-.02,.42,.34,8.33,14.88%,56.44%,43.56%,81.23%,0,66,4.29,4.035,8.13,8.52,MAR 14,172,4.76,5.19,-.40,.02,-.02,.42,-.29,4.97,15.06%,43.68%,56.32%,81.45%,0,408,0,4.975
.58,.03,-.02,.43,.33,7.62,14.53%,54.17%,45.83%,85.31%,0,"1,829",3.29,4.325,7.45,7.78,MAR 14,173,4.99,5.68,-.42,.02,-.02,.43,-.31,5.33,14.86%,46.01%,53.99%,85.64%,0,"1,320",0,5.335
.56,.03,-.02,.43,.32,6.95,14.23%,51.76%,48.24%,89.61%,0,391,2.29,4.66,6.79,7.11,MAR 14,174,5.45,5.81,-.44,.02,-.02,.43,-.33,5.63,14.45%,48.33%,51.67%,89.78%,0,"1,013",0,5.63
.53,.03,-.02,.44,.31,6.38,14.08%,49.22%,50.78%,94.13%,0,62,1.29,5.085,6.17,6.58,MAR 14,175,5.83,6.25,-.47,.03,-.02,.44,-.35,6.04,14.26%,50.82%,49.18%,94.20%,1,497,0,6.04
.50,.03,-.02,.44,.30,5.79,13.85%,46.64%,53.36%,98.67%,0,48,.29,5.50,5.61,5.97,MAR 14,176,6.28,6.68,-.50,.03,-.02,.44,-.37,6.48,14.07%,53.36%,46.64%,98.69%,0,51,0,6.48
.48,.03,-.02,.44,.28,5.22,13.59%,44.00%,56.00%,95.74%,0,287,0,5.22,5.04,5.40,MAR 14,177,6.73,7.48,-.52,.03,-.02,.44,-.39,7.10,14.25%,55.88%,44.12%,95.94%,0,0,.71,6.395
.44,.03,-.02,.43,.27,4.50,12.92%,41.14%,58.86%,89.33%,0,0,0,4.50,4.11,4.89,MAR 14,178,7.23,7.62,-.55,.03,-.02,.43,-.41,7.43,13.68%,58.56%,41.44%,89.92%,0,526,1.71,5.715
.42,.03,-.02,.43,.25,4.10,12.93%,38.47%,61.53%,83.31%,0,77,0,4.10,3.81,4.39,MAR 14,179,7.69,10.30,-.56,.02,-.03,.43,-.42,9.00,15.93%,60.06%,39.94%,86.43%,0,0,2.71,6.285
.39,.03,-.02,.42,.24,3.69,12.83%,35.78%,64.22%,77.32%,0,182,0,3.685,3.53,3.84,MAR 14,180,8.29,8.93,-.60,.03,-.02,.42,-.45,8.61,13.59%,63.63%,36.37%,78.56%,0,0,3.71,4.90
.36,.03,-.02,.41,.22,3.27,12.65%,33.06%,66.94%,71.28%,0,40,0,3.265,3.08,3.45,MAR 14,181,8.61,11.00,-.61,.02,-.03,.42,-.46,9.80,14.91%,64.99%,35.01%,75.44%,0,0,4.71,5.095
.33,.03,-.02,.40,.21,2.81,12.32%,30.17%,69.83%,64.90%,0,241,0,2.81,2.65,2.97,MAR 14,182,9.43,9.89,-.66,.03,-.02,.40,-.49,9.66,12.92%,69.10%,30.90%,66.45%,0,2,5.71,3.95
.30,.03,-.01,.38,.19,2.45,12.15%,27.50%,72.50%,59.03%,0,40,0,2.455,2.28,2.63,MAR 14,183,8.01,11.63,-.71,.03,-.02,.38,-.53,9.82,11.51%,73.47%,26.53%,56.98%,0,0,6.71,3.11

MAR5 14  (152)  100 (Quarterlys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.65,.02,-.02,.42,.37,9.90,15.38%,60.21%,39.79%,74.24%,43,"1,586",6.29,3.605,9.80,9.99,MAR5 14,170,4.40,4.50,-.36,.02,-.02,.42,-.28,4.45,15.21%,39.64%,60.36%,73.96%,140,"1,963",0,4.45
.62,.02,-.02,.43,.36,9.18,15.11%,58.13%,41.87%,77.99%,1,376,5.29,3.89,9.09,9.27,MAR5 14,171,4.71,4.81,-.38,.02,-.02,.43,-.30,4.76,14.99%,41.77%,58.23%,77.81%,0,690,0,4.76
.60,.02,-.02,.44,.36,8.48,14.83%,55.96%,44.04%,81.87%,1,852,4.29,4.19,8.39,8.57,MAR5 14,172,5.05,5.14,-.40,.02,-.02,.44,-.32,5.09,14.77%,43.99%,56.01%,81.80%,16,537,0,5.095
.58,.02,-.02,.44,.35,7.79,14.52%,53.73%,46.27%,85.86%,0,"1,041",3.29,4.495,7.72,7.85,MAR5 14,173,5.40,5.49,-.42,.02,-.02,.44,-.33,5.44,14.54%,46.28%,53.72%,85.88%,211,411,0,5.445
.55,.03,-.02,.45,.34,7.14,14.26%,51.38%,48.62%,90.04%,11,331,2.29,4.85,7.08,7.20,MAR5 14,174,5.78,5.87,-.45,.02,-.02,.45,-.35,5.83,14.33%,48.65%,51.35%,90.09%,0,680,0,5.825
.53,.03,-.02,.45,.33,6.54,14.05%,48.94%,51.06%,94.34%,12,"5,314",1.29,5.245,6.49,6.58,MAR5 14,175,6.18,6.28,-.47,.02,-.02,.45,-.37,6.23,14.13%,51.07%,48.93%,94.37%,197,"5,771",0,6.23
.50,.03,-.02,.45,.31,5.94,13.79%,46.45%,53.55%,98.72%,51,50,.29,5.645,5.89,5.98,MAR5 14,176,6.59,6.70,-.50,.03,-.02,.45,-.39,6.64,13.89%,53.55%,46.45%,98.72%,13,84,0,6.645
.48,.03,-.02,.45,.30,5.37,13.55%,43.89%,56.11%,95.85%,5,243,0,5.375,5.33,5.42,MAR5 14,177,7.07,7.16,-.52,.03,-.02,.45,-.41,7.11,13.72%,56.08%,43.92%,95.90%,285,5,.71,6.405
.45,.03,-.02,.45,.29,4.84,13.32%,41.28%,58.72%,89.94%,5,139,0,4.84,4.79,4.89,MAR5 14,178,7.55,7.69,-.55,.03,-.02,.45,-.44,7.62,13.57%,58.62%,41.38%,90.13%,38,24,1.71,5.91
.42,.03,-.02,.44,.27,4.33,13.09%,38.64%,61.36%,83.99%,0,207,0,4.335,4.29,4.38,MAR5 14,179,8.06,8.21,-.57,.03,-.02,.44,-.46,8.14,13.38%,61.19%,38.81%,84.33%,0,5,2.71,5.425
.39,.03,-.02,.44,.26,3.87,12.88%,35.98%,64.02%,78.03%,"4,116","9,658",0,3.865,3.82,3.91,MAR5 14,180,8.55,8.74,-.60,.03,-.02,.44,-.48,8.65,13.12%,63.83%,36.17%,78.42%,32,299,3.71,4.935
.36,.03,-.02,.43,.24,3.42,12.66%,33.31%,66.69%,72.07%,0,227,0,3.42,3.37,3.47,MAR5 14,181,9.11,9.34,-.63,.03,-.02,.43,-.50,9.22,12.95%,66.40%,33.60%,72.68%,0,14,4.71,4.515
.34,.03,-.01,.41,.22,3.02,12.47%,30.68%,69.32%,66.24%,31,143,0,3.02,2.97,3.07,MAR5 14,182,9.72,9.96,-.65,.02,-.02,.42,-.52,9.84,12.81%,68.92%,31.08%,67.08%,10,10,5.71,4.13
.31,.03,-.01,.40,.21,2.64,12.28%,28.08%,71.92%,60.48%,2,324,0,2.645,2.59,2.70,MAR5 14,183,10.36,10.60,-.68,.02,-.02,.40,-.55,10.48,12.66%,71.41%,28.59%,61.58%,0,0,6.71,3.77

JUN 14  (233)  100
